1785859238.303747 server started (2970769): version 3.4, socket /tmp/tmux-1001/default, protocol 8
1785859238.303791 on Linux 6.8.0-101-generic #101-Ubuntu SMP PREEMPT_DYNAMIC Mon Feb  9 10:15:05 UTC 2026
1785859238.303800 using libevent 2.1.12-stable poll
1785859238.303804 using ncurses 6.4 20240113
1785859238.357784 args_parse: 3 = #{copy_cursor_word} (type STRING)
1785859238.357794 cmd_parse_build_commands: send-keys -FX search-backward "#{copy_cursor_word}"
1785859238.357797 args_parse_flags: next -Tcopy-mode-vi
1785859238.357801 args_parse_flag_argument: -T = copy-mode-vi
1785859238.357804 args_parse_flags: next #
1785859238.357807 args_parse: flags end at 2 of 4
1785859238.357810 args_parse: 2 = # (type STRING)
1785859238.357820 args_parse: 3 = send-keys -FX search-backward "#{copy_cursor_word}" (type COMMANDS)
1785859238.357833 cmd_parse_build_commands: bind-key -T copy-mode-vi \\# { send-keys -FX search-backward "#{copy_cursor_word}" }
1785859238.357839 cmdq_get_command: [bind-key/0x585f6d4e6440] group 1936
1785859238.357842 cmdq_append <global>: [bind-key/0x585f6d4e6440]
1785859238.357851 yylex_token: end at WS
1785859238.357854 yylex_token: bind
1785859238.357858 yylex_token: end at WS
1785859238.357861 yylex_token: -Tcopy-mode-vi
1785859238.357864 yylex_token: end at WS
1785859238.357867 yylex_token: *
1785859238.357870 yylex_token: end at WS
1785859238.357877 yylex_token: send
1785859238.357881 yylex_token: end at WS
1785859238.357883 yylex_token: -FX
1785859238.357887 yylex_token: end at WS
1785859238.357890 yylex_token: search-forward
1785859238.357895 yylex_token: end at WS
1785859238.357898 yylex_token: #{copy_cursor_word}
1785859238.357903 cmd_parse_build_commands 0:0: bind
1785859238.357906 cmd_parse_build_commands 0:1: -Tcopy-mode-vi
1785859238.357909 cmd_parse_build_commands 0:2: *
1785859238.357913 cmd_parse_build_commands 0:3 0:0: send
1785859238.357917 cmd_parse_build_commands 0:3 0:1: -FX
1785859238.357920 cmd_parse_build_commands 0:3 0:2: search-forward
1785859238.357924 cmd_parse_build_commands 0:3 0:3: #{copy_cursor_word}
1785859238.357929 cmd_parse_build_commands 0:0: send
1785859238.357933 cmd_parse_build_commands 0:1: -FX
1785859238.357938 cmd_parse_build_commands 0:2: search-forward
1785859238.357941 cmd_parse_build_commands 0:3: #{copy_cursor_word}
1785859238.357946 args_parse_flags: next -FX
1785859238.357948 args_parse_flags: -F
1785859238.357950 args_parse_flags: -X
1785859238.357954 args_parse_flags: next search-forward
1785859238.357957 args_parse: flags end at 2 of 4
1785859238.357960 args_parse: 2 = search-forward (type STRING)
1785859238.357962 args_parse: 3 = #{copy_cursor_word} (type STRING)
1785859238.357969 cmd_parse_build_commands: send-keys -FX search-forward "#{copy_cursor_word}"
1785859238.357973 args_parse_flags: next -Tcopy-mode-vi
1785859238.357978 args_parse_flag_argument: -T = copy-mode-vi
1785859238.357981 args_parse_flags: next *
1785859238.357984 args_parse: flags end at 2 of 4
1785859238.357988 args_parse: 2 = * (type STRING)
1785859238.357997 args_parse: 3 = send-keys -FX search-forward "#{copy_cursor_word}" (type COMMANDS)
1785859238.358010 cmd_parse_build_commands: bind-key -T copy-mode-vi * { send-keys -FX search-forward "#{copy_cursor_word}" }
1785859238.358015 cmdq_get_command: [bind-key/0x585f6d4e6ce0] group 1944
1785859238.358020 cmdq_append <global>: [bind-key/0x585f6d4e6ce0]
1785859238.358027 yylex_token: end at WS
1785859238.358031 yylex_token: bind
1785859238.358036 yylex_token: end at WS
1785859238.358039 yylex_token: -Tcopy-mode-vi
1785859238.358042 yylex_token: end at WS
1785859238.358045 yylex_token: C-c
1785859238.358048 yylex_token: end at WS
1785859238.358051 yylex_token: send
1785859238.358054 yylex_token: end at WS
1785859238.358056 yylex_token: -X
1785859238.358072 yylex_token: end at WS
1785859238.358080 yylex_token: cancel
1785859238.358084 cmd_parse_build_commands 0:0: bind
1785859238.358088 cmd_parse_build_commands 0:1: -Tcopy-mode-vi
1785859238.358091 cmd_parse_build_commands 0:2: C-c
1785859238.358095 cmd_parse_build_commands 0:3 0:0: send
1785859238.358099 cmd_parse_build_commands 0:3 0:1: -X
1785859238.358102 cmd_parse_build_commands 0:3 0:2: cancel
1785859238.358107 cmd_parse_build_commands 0:0: send
1785859238.358110 cmd_parse_build_commands 0:1: -X
1785859238.358114 cmd_parse_build_commands 0:2: cancel
1785859238.358121 args_parse_flags: next -X
1785859238.358123 args_parse_flags: -X
1785859238.358127 args_parse_flags: next cancel
1785859238.358130 args_parse: flags end at 2 of 3
1785859238.358133 args_parse: 2 = cancel (type STRING)
1785859238.358140 cmd_parse_build_commands: send-keys -X cancel
1785859238.358143 args_parse_flags: next -Tcopy-mode-vi
1785859238.358147 args_parse_flag_argument: -T = copy-mode-vi
1785859238.358150 args_parse_flags: next C-c
1785859238.358153 args_parse: flags end at 2 of 4
1785859238.358157 args_parse: 2 = C-c (type STRING)
1785859238.358163 args_parse: 3 = send-keys -X cancel (type COMMANDS)
1785859238.358173 cmd_parse_build_commands: bind-key -T copy-mode-vi C-c { send-keys -X cancel }
1785859238.358178 cmdq_get_command: [bind-key/0x585f6d4e7270] group 1952
1785859238.358182 cmdq_append <global>: [bind-key/0x585f6d4e7270]
1785859238.358186 yylex_token: end at WS
1785859238.358189 yylex_token: bind
1785859238.358193 yylex_token: end at WS
1785859238.358196 yylex_token: -Tcopy-mode-vi
1785859238.358199 yylex_token: end at WS
1785859238.358202 yylex_token: C-d
1785859238.358210 yylex_token: end at WS
1785859238.358213 yylex_token: send
1785859238.358216 yylex_token: end at WS
1785859238.358218 yylex_token: -X
1785859238.358222 yylex_token: end at WS
1785859238.358225 yylex_token: halfpage-down
1785859238.358230 cmd_parse_build_commands 0:0: bind
1785859238.358233 cmd_parse_build_commands 0:1: -Tcopy-mode-vi
1785859238.358238 cmd_parse_build_commands 0:2: C-d
1785859238.358243 cmd_parse_build_commands 0:3 0:0: send
1785859238.358246 cmd_parse_build_commands 0:3 0:1: -X
1785859238.358248 cmd_parse_build_commands 0:3 0:2: halfpage-down
1785859238.358252 cmd_parse_build_commands 0:0: send
1785859238.358255 cmd_parse_build_commands 0:1: -X
1785859238.358258 cmd_parse_build_commands 0:2: halfpage-down
1785859238.358262 args_parse_flags: next -X
1785859238.358264 args_parse_flags: -X
1785859238.358267 args_parse_flags: next halfpage-down
1785859238.358270 args_parse: flags end at 2 of 3
1785859238.358273 args_parse: 2 = halfpage-down (type STRING)
1785859238.358278 cmd_parse_build_commands: send-keys -X halfpage-down
1785859238.358280 args_parse_flags: next -Tcopy-mode-vi
1785859238.358283 args_parse_flag_argument: -T = copy-mode-vi
1785859238.358286 args_parse_flags: next C-d
1785859238.358288 args_parse: flags end at 2 of 4
1785859238.358291 args_parse: 2 = C-d (type STRING)
1785859238.358295 args_parse: 3 = send-keys -X halfpage-down (type COMMANDS)
1785859238.358301 cmd_parse_build_commands: bind-key -T copy-mode-vi C-d { send-keys -X halfpage-down }
1785859238.358305 cmdq_get_command: [bind-key/0x585f6d4e7790] group 1960
1785859238.358308 cmdq_append <global>: [bind-key/0x585f6d4e7790]
1785859238.358318 yylex_token: end at WS
1785859238.358321 yylex_token: bind
1785859238.358324 yylex_token: end at WS
1785859238.358327 yylex_token: -Tcopy-mode-vi
1785859238.358330 yylex_token: end at WS
1785859238.358332 yylex_token: C-e
1785859238.358336 yylex_token: end at WS
1785859238.358340 yylex_token: send
1785859238.358344 yylex_token: end at WS
1785859238.358347 yylex_token: -X
1785859238.358351 yylex_token: end at WS
1785859238.358354 yylex_token: scroll-down
1785859238.358359 cmd_parse_build_commands 0:0: bind
1785859238.358362 cmd_parse_build_commands 0:1: -Tcopy-mode-vi
1785859238.358366 cmd_parse_build_commands 0:2: C-e
1785859238.358369 cmd_parse_build_commands 0:3 0:0: send
1785859238.358373 cmd_parse_build_commands 0:3 0:1: -X
1785859238.358376 cmd_parse_build_commands 0:3 0:2: scroll-down
1785859238.358381 cmd_parse_build_commands 0:0: send
1785859238.358384 cmd_parse_build_commands 0:1: -X
1785859238.358388 cmd_parse_build_commands 0:2: scroll-down
1785859238.358395 args_parse_flags: next -X
1785859238.358398 args_parse_flags: -X
1785859238.358401 args_parse_flags: next scroll-down
1785859238.358404 args_parse: flags end at 2 of 3
1785859238.358408 args_parse: 2 = scroll-down (type STRING)
1785859238.358414 cmd_parse_build_commands: send-keys -X scroll-down
1785859238.358418 args_parse_flags: next -Tcopy-mode-vi
1785859238.358422 args_parse_flag_argument: -T = copy-mode-vi
1785859238.358424 args_parse_flags: next C-e
1785859238.358428 args_parse: flags end at 2 of 4
1785859238.358431 args_parse: 2 = C-e (type STRING)
1785859238.358437 args_parse: 3 = send-keys -X scroll-down (type COMMANDS)
1785859238.358448 cmd_parse_build_commands: bind-key -T copy-mode-vi C-e { send-keys -X scroll-down }
1785859238.358453 cmdq_get_command: [bind-key/0x585f6d4e7f40] group 1968
1785859238.358457 cmdq_append <global>: [bind-key/0x585f6d4e7f40]
1785859238.358461 yylex_token: end at WS
1785859238.358464 yylex_token: bind
1785859238.358468 yylex_token: end at WS
1785859238.358471 yylex_token: -Tcopy-mode-vi
1785859238.358474 yylex_token: end at WS
1785859238.358477 yylex_token: C-b
1785859238.358480 yylex_token: end at WS
1785859238.358483 yylex_token: send
1785859238.358486 yylex_token: end at WS
1785859238.358489 yylex_token: -X
1785859238.358492 yylex_token: end at WS
1785859238.358495 yylex_token: page-up
1785859238.358500 cmd_parse_build_commands 0:0: bind
1785859238.358503 cmd_parse_build_commands 0:1: -Tcopy-mode-vi
1785859238.358511 cmd_parse_build_commands 0:2: C-b
1785859238.358515 cmd_parse_build_commands 0:3 0:0: send
1785859238.358519 cmd_parse_build_commands 0:3 0:1: -X
1785859238.358522 cmd_parse_build_commands 0:3 0:2: page-up
1785859238.358526 cmd_parse_build_commands 0:0: send
1785859238.358530 cmd_parse_build_commands 0:1: -X
1785859238.358533 cmd_parse_build_commands 0:2: page-up
1785859238.358540 args_parse_flags: next -X
1785859238.358543 args_parse_flags: -X
1785859238.358546 args_parse_flags: next page-up
1785859238.358550 args_parse: flags end at 2 of 3
1785859238.358553 args_parse: 2 = page-up (type STRING)
1785859238.358560 cmd_parse_build_commands: send-keys -X page-up
1785859238.358563 args_parse_flags: next -Tcopy-mode-vi
1785859238.358567 args_parse_flag_argument: -T = copy-mode-vi
1785859238.358570 args_parse_flags: next C-b
1785859238.358573 args_parse: flags end at 2 of 4
1785859238.358576 args_parse: 2 = C-b (type STRING)
1785859238.358584 args_parse: 3 = send-keys -X page-up (type COMMANDS)
1785859238.358600 cmd_parse_build_commands: bind-key -T copy-mode-vi C-b { send-keys -X page-up }
1785859238.358607 cmdq_get_command: [bind-key/0x585f6d4e84f0] group 1976
1785859238.358610 cmdq_append <global>: [bind-key/0x585f6d4e84f0]
1785859238.358633 yylex_token: end at WS
1785859238.358636 yylex_token: bind
1785859238.358640 yylex_token: end at WS
1785859238.358642 yylex_token: -Tcopy-mode-vi
1785859238.358644 yylex_token: end at WS
1785859238.358646 yylex_token: C-f
1785859238.358649 yylex_token: end at WS
1785859238.358651 yylex_token: send
1785859238.358654 yylex_token: end at WS
1785859238.358656 yylex_token: -X
1785859238.358659 yylex_token: end at WS
1785859238.358661 yylex_token: page-down
1785859238.358687 cmd_parse_build_commands 0:0: bind
1785859238.358689 cmd_parse_build_commands 0:1: -Tcopy-mode-vi
1785859238.358692 cmd_parse_build_commands 0:2: C-f
1785859238.358695 cmd_parse_build_commands 0:3 0:0: send
1785859238.358698 cmd_parse_build_commands 0:3 0:1: -X
1785859238.358702 cmd_parse_build_commands 0:3 0:2: page-down
1785859238.358708 cmd_parse_build_commands 0:0: send
1785859238.358712 cmd_parse_build_commands 0:1: -X
1785859238.358719 cmd_parse_build_commands 0:2: page-down
1785859238.358755 args_parse_flags: next -X
1785859238.358759 args_parse_flags: -X
1785859238.358761 args_parse_flags: next page-down
1785859238.358764 args_parse: flags end at 2 of 3
1785859238.358767 args_parse: 2 = page-down (type STRING)
1785859238.358774 cmd_parse_build_commands: send-keys -X page-down
1785859238.358776 args_parse_flags: next -Tcopy-mode-vi
1785859238.358779 args_parse_flag_argument: -T = copy-mode-vi
1785859238.358782 args_parse_flags: next C-f
1785859238.358785 args_parse: flags end at 2 of 4
1785859238.358788 args_parse: 2 = C-f (type STRING)
1785859238.358793 args_parse: 3 = send-keys -X page-down (type COMMANDS)
1785859238.358801 cmd_parse_build_commands: bind-key -T copy-mode-vi C-f { send-keys -X page-down }
1785859238.358806 cmdq_get_command: [bind-key/0x585f6d4e78d0] group 1984
1785859238.358808 cmdq_append <global>: [bind-key/0x585f6d4e78d0]
1785859238.358813 yylex_token: end at WS
1785859238.358816 yylex_token: bind
1785859238.358819 yylex_token: end at WS
1785859238.358822 yylex_token: -Tcopy-mode-vi
1785859238.358824 yylex_token: end at WS
1785859238.358826 yylex_token: C-h
1785859238.358829 yylex_token: end at WS
1785859238.358832 yylex_token: send
1785859238.358834 yylex_token: end at WS
1785859238.358836 yylex_token: -X
1785859238.358840 yylex_token: end at WS
1785859238.358843 yylex_token: cursor-left
1785859238.358848 cmd_parse_build_commands 0:0: bind
1785859238.358851 cmd_parse_build_commands 0:1: -Tcopy-mode-vi
1785859238.358854 cmd_parse_build_commands 0:2: C-h
1785859238.358858 cmd_parse_build_commands 0:3 0:0: send
1785859238.358862 cmd_parse_build_commands 0:3 0:1: -X
1785859238.358865 cmd_parse_build_commands 0:3 0:2: cursor-left
1785859238.358869 cmd_parse_build_commands 0:0: send
1785859238.358871 cmd_parse_build_commands 0:1: -X
1785859238.358873 cmd_parse_build_commands 0:2: cursor-left
1785859238.358884 args_parse_flags: next -X
1785859238.358887 args_parse_flags: -X
1785859238.358889 args_parse_flags: next cursor-left
1785859238.358892 args_parse: flags end at 2 of 3
1785859238.358896 args_parse: 2 = cursor-left (type STRING)
1785859238.358905 cmd_parse_build_commands: send-keys -X cursor-left
1785859238.358910 args_parse_flags: next -Tcopy-mode-vi
1785859238.358914 args_parse_flag_argument: -T = copy-mode-vi
1785859238.358918 args_parse_flags: next C-h
1785859238.358923 args_parse: flags end at 2 of 4
1785859238.358925 args_parse: 2 = C-h (type STRING)
1785859238.358930 args_parse: 3 = send-keys -X cursor-left (type COMMANDS)
1785859238.358939 cmd_parse_build_commands: bind-key -T copy-mode-vi C-h { send-keys -X cursor-left }
1785859238.358944 cmdq_get_command: [bind-key/0x585f6d4e86e0] group 1992
1785859238.358946 cmdq_append <global>: [bind-key/0x585f6d4e86e0]
1785859238.358949 yylex_token: end at WS
1785859238.358952 yylex_token: bind
1785859238.358955 yylex_token: end at WS
1785859238.358957 yylex_token: -Tcopy-mode-vi
1785859238.358959 yylex_token: end at WS
1785859238.358961 yylex_token: C-j
1785859238.358964 yylex_token: end at WS
1785859238.358966 yylex_token: send
1785859238.358969 yylex_token: end at WS
1785859238.358971 yylex_token: -X
1785859238.358975 yylex_token: end at WS
1785859238.358977 yylex_token: copy-pipe-and-cancel
1785859238.358981 cmd_parse_build_commands 0:0: bind
1785859238.358985 cmd_parse_build_commands 0:1: -Tcopy-mode-vi
1785859238.358989 cmd_parse_build_commands 0:2: C-j
1785859238.358994 cmd_parse_build_commands 0:3 0:0: send
1785859238.358997 cmd_parse_build_commands 0:3 0:1: -X
1785859238.359000 cmd_parse_build_commands 0:3 0:2: copy-pipe-and-cancel
1785859238.359004 cmd_parse_build_commands 0:0: send
1785859238.359007 cmd_parse_build_commands 0:1: -X
1785859238.359010 cmd_parse_build_commands 0:2: copy-pipe-and-cancel
1785859238.359014 args_parse_flags: next -X
1785859238.359016 args_parse_flags: -X
1785859238.359020 args_parse_flags: next copy-pipe-and-cancel
1785859238.359025 args_parse: flags end at 2 of 3
1785859238.359030 args_parse: 2 = copy-pipe-and-cancel (type STRING)
1785859238.359035 cmd_parse_build_commands: send-keys -X copy-pipe-and-cancel
1785859238.359038 args_parse_flags: next -Tcopy-mode-vi
1785859238.359041 args_parse_flag_argument: -T = copy-mode-vi
1785859238.359044 args_parse_flags: next C-j
1785859238.359048 args_parse: flags end at 2 of 4
1785859238.359053 args_parse: 2 = C-j (type STRING)
1785859238.359100 args_parse: 3 = send-keys -X copy-pipe-and-cancel (type COMMANDS)
1785859238.359118 cmd_parse_build_commands: bind-key -T copy-mode-vi C-j { send-keys -X copy-pipe-and-cancel }
1785859238.359124 cmdq_get_command: [bind-key/0x585f6d4e8c10] group 2000
1785859238.359128 cmdq_append <global>: [bind-key/0x585f6d4e8c10]
1785859238.359132 yylex_token: end at WS
1785859238.359134 yylex_token: bind
1785859238.359138 yylex_token: end at WS
1785859238.359141 yylex_token: -Tcopy-mode-vi
1785859238.359145 yylex_token: end at WS
1785859238.359147 yylex_token: Enter
1785859238.359151 yylex_token: end at WS
1785859238.359153 yylex_token: send
1785859238.359156 yylex_token: end at WS
1785859238.359159 yylex_token: -X
1785859238.359163 yylex_token: end at WS
1785859238.359166 yylex_token: copy-pipe-and-cancel
1785859238.359171 cmd_parse_build_commands 0:0: bind
1785859238.359175 cmd_parse_build_commands 0:1: -Tcopy-mode-vi
1785859238.359178 cmd_parse_build_commands 0:2: Enter
1785859238.359182 cmd_parse_build_commands 0:3 0:0: send
1785859238.359186 cmd_parse_build_commands 0:3 0:1: -X
1785859238.359190 cmd_parse_build_commands 0:3 0:2: copy-pipe-and-cancel
1785859238.359194 cmd_parse_build_commands 0:0: send
1785859238.359197 cmd_parse_build_commands 0:1: -X
1785859238.359201 cmd_parse_build_commands 0:2: copy-pipe-and-cancel
1785859238.359208 args_parse_flags: next -X
1785859238.359211 args_parse_flags: -X
1785859238.359214 args_parse_flags: next copy-pipe-and-cancel
1785859238.359218 args_parse: flags end at 2 of 3
1785859238.359227 args_parse: 2 = copy-pipe-and-cancel (type STRING)
1785859238.359234 cmd_parse_build_commands: send-keys -X copy-pipe-and-cancel
1785859238.359238 args_parse_flags: next -Tcopy-mode-vi
1785859238.359242 args_parse_flag_argument: -T = copy-mode-vi
1785859238.359245 args_parse_flags: next Enter
1785859238.359248 args_parse: flags end at 2 of 4
1785859238.359252 args_parse: 2 = Enter (type STRING)
1785859238.359259 args_parse: 3 = send-keys -X copy-pipe-and-cancel (type COMMANDS)
1785859238.359271 cmd_parse_build_commands: bind-key -T copy-mode-vi Enter { send-keys -X copy-pipe-and-cancel }
1785859238.359276 cmdq_get_command: [bind-key/0x585f6d4e92f0] group 2008
1785859238.359280 cmdq_append <global>: [bind-key/0x585f6d4e92f0]
1785859238.359290 yylex_token: end at WS
1785859238.359293 yylex_token: bind
1785859238.359297 yylex_token: end at WS
1785859238.359300 yylex_token: -Tcopy-mode-vi
1785859238.359303 yylex_token: end at WS
1785859238.359306 yylex_token: C-u
1785859238.359309 yylex_token: end at WS
1785859238.359312 yylex_token: send
1785859238.359315 yylex_token: end at WS
1785859238.359318 yylex_token: -X
1785859238.359322 yylex_token: end at WS
1785859238.359325 yylex_token: halfpage-up
1785859238.359329 cmd_parse_build_commands 0:0: bind
1785859238.359333 cmd_parse_build_commands 0:1: -Tcopy-mode-vi
1785859238.359336 cmd_parse_build_commands 0:2: C-u
1785859238.359340 cmd_parse_build_commands 0:3 0:0: send
1785859238.359344 cmd_parse_build_commands 0:3 0:1: -X
1785859238.359349 cmd_parse_build_commands 0:3 0:2: halfpage-up
1785859238.359354 cmd_parse_build_commands 0:0: send
1785859238.359357 cmd_parse_build_commands 0:1: -X
1785859238.359359 cmd_parse_build_commands 0:2: halfpage-up
1785859238.359363 args_parse_flags: next -X
1785859238.359366 args_parse_flags: -X
1785859238.359370 args_parse_flags: next halfpage-up
1785859238.359374 args_parse: flags end at 2 of 3
1785859238.359378 args_parse: 2 = halfpage-up (type STRING)
1785859238.359386 cmd_parse_build_commands: send-keys -X halfpage-up
1785859238.359390 args_parse_flags: next -Tcopy-mode-vi
1785859238.359393 args_parse_flag_argument: -T = copy-mode-vi
1785859238.359397 args_parse_flags: next C-u
1785859238.359400 args_parse: flags end at 2 of 4
1785859238.359403 args_parse: 2 = C-u (type STRING)
1785859238.359410 args_parse: 3 = send-keys -X halfpage-up (type COMMANDS)
1785859238.359421 cmd_parse_build_commands: bind-key -T copy-mode-vi C-u { send-keys -X halfpage-up }
1785859238.359426 cmdq_get_command: [bind-key/0x585f6d4e8a00] group 2016
1785859238.359430 cmdq_append <global>: [bind-key/0x585f6d4e8a00]
1785859238.359435 yylex_token: end at WS
1785859238.359437 yylex_token: bind
1785859238.359441 yylex_token: end at WS
1785859238.359444 yylex_token: -Tcopy-mode-vi
1785859238.359448 yylex_token: end at WS
1785859238.359450 yylex_token: C-v
1785859238.359454 yylex_token: end at WS
1785859238.359456 yylex_token: send
1785859238.359460 yylex_token: end at WS
1785859238.359462 yylex_token: -X
1785859238.359466 yylex_token: end at WS
1785859238.359469 yylex_token: rectangle-toggle
1785859238.359475 cmd_parse_build_commands 0:0: bind
1785859238.359479 cmd_parse_build_commands 0:1: -Tcopy-mode-vi
1785859238.359484 cmd_parse_build_commands 0:2: C-v
1785859238.359488 cmd_parse_build_commands 0:3 0:0: send
1785859238.359492 cmd_parse_build_commands 0:3 0:1: -X
1785859238.359496 cmd_parse_build_commands 0:3 0:2: rectangle-toggle
1785859238.359500 cmd_parse_build_commands 0:0: send
1785859238.359504 cmd_parse_build_commands 0:1: -X
1785859238.359507 cmd_parse_build_commands 0:2: rectangle-toggle
1785859238.359530 args_parse_flags: next -X
1785859238.359534 args_parse_flags: -X
1785859238.359538 args_parse_flags: next rectangle-toggle
1785859238.359542 args_parse: flags end at 2 of 3
1785859238.359546 args_parse: 2 = rectangle-toggle (type STRING)
1785859238.359555 cmd_parse_build_commands: send-keys -X rectangle-toggle
1785859238.359559 args_parse_flags: next -Tcopy-mode-vi
1785859238.359563 args_parse_flag_argument: -T = copy-mode-vi
1785859238.359573 args_parse_flags: next C-v
1785859238.359577 args_parse: flags end at 2 of 4
1785859238.359581 args_parse: 2 = C-v (type STRING)
1785859238.359589 args_parse: 3 = send-keys -X rectangle-toggle (type COMMANDS)
1785859238.359603 cmd_parse_build_commands: bind-key -T copy-mode-vi C-v { send-keys -X rectangle-toggle }
1785859238.359610 cmdq_get_command: [bind-key/0x585f6d4e9740] group 2024
1785859238.359614 cmdq_append <global>: [bind-key/0x585f6d4e9740]
1785859238.359619 yylex_token: end at WS
1785859238.359623 yylex_token: bind
1785859238.359627 yylex_token: end at WS
1785859238.359631 yylex_token: -Tcopy-mode-vi
1785859238.359635 yylex_token: end at WS
1785859238.359638 yylex_token: C-y
1785859238.359643 yylex_token: end at WS
1785859238.359646 yylex_token: send
1785859238.359650 yylex_token: end at WS
1785859238.359654 yylex_token: -X
1785859238.359657 yylex_token: end at WS
1785859238.359660 yylex_token: scroll-up
1785859238.359684 cmd_parse_build_commands 0:0: bind
1785859238.359688 cmd_parse_build_commands 0:1: -Tcopy-mode-vi
1785859238.359693 cmd_parse_build_commands 0:2: C-y
1785859238.359698 cmd_parse_build_commands 0:3 0:0: send
1785859238.359705 cmd_parse_build_commands 0:3 0:1: -X
1785859238.359711 cmd_parse_build_commands 0:3 0:2: scroll-up
1785859238.359717 cmd_parse_build_commands 0:0: send
1785859238.359719 cmd_parse_build_commands 0:1: -X
1785859238.359722 cmd_parse_build_commands 0:2: scroll-up
1785859238.359726 args_parse_flags: next -X
1785859238.359728 args_parse_flags: -X
1785859238.359731 args_parse_flags: next scroll-up
1785859238.359734 args_parse: flags end at 2 of 3
1785859238.359737 args_parse: 2 = scroll-up (type STRING)
1785859238.359743 cmd_parse_build_commands: send-keys -X scroll-up
1785859238.359747 args_parse_flags: next -Tcopy-mode-vi
1785859238.359750 args_parse_flag_argument: -T = copy-mode-vi
1785859238.359752 args_parse_flags: next C-y
1785859238.359755 args_parse: flags end at 2 of 4
1785859238.359758 args_parse: 2 = C-y (type STRING)
1785859238.359762 args_parse: 3 = send-keys -X scroll-up (type COMMANDS)
1785859238.359769 cmd_parse_build_commands: bind-key -T copy-mode-vi C-y { send-keys -X scroll-up }
1785859238.359774 cmdq_get_command: [bind-key/0x585f6d4e9880] group 2032
1785859238.359776 cmdq_append <global>: [bind-key/0x585f6d4e9880]
1785859238.359781 yylex_token: end at WS
1785859238.359783 yylex_token: bind
1785859238.359786 yylex_token: end at WS
1785859238.359790 yylex_token: -Tcopy-mode-vi
1785859238.359794 yylex_token: end at WS
1785859238.359798 yylex_token: Escape
1785859238.359802 yylex_token: end at WS
1785859238.359806 yylex_token: send
1785859238.359811 yylex_token: end at WS
1785859238.359816 yylex_token: -X
1785859238.359822 yylex_token: end at WS
1785859238.359824 yylex_token: clear-selection
1785859238.359829 cmd_parse_build_commands 0:0: bind
1785859238.359831 cmd_parse_build_commands 0:1: -Tcopy-mode-vi
1785859238.359834 cmd_parse_build_commands 0:2: Escape
1785859238.359836 cmd_parse_build_commands 0:3 0:0: send
1785859238.359839 cmd_parse_build_commands 0:3 0:1: -X
1785859238.359842 cmd_parse_build_commands 0:3 0:2: clear-selection
1785859238.359846 cmd_parse_build_commands 0:0: send
1785859238.359848 cmd_parse_build_commands 0:1: -X
1785859238.359851 cmd_parse_build_commands 0:2: clear-selection
1785859238.359856 args_parse_flags: next -X
1785859238.359858 args_parse_flags: -X
1785859238.359861 args_parse_flags: next clear-selection
1785859238.359863 args_parse: flags end at 2 of 3
1785859238.359866 args_parse: 2 = clear-selection (type STRING)
1785859238.359871 cmd_parse_build_commands: send-keys -X clear-selection
1785859238.359874 args_parse_flags: next -Tcopy-mode-vi
1785859238.359877 args_parse_flag_argument: -T = copy-mode-vi
1785859238.359880 args_parse_flags: next Escape
1785859238.359884 args_parse: flags end at 2 of 4
1785859238.359888 args_parse: 2 = Escape (type STRING)
1785859238.359895 args_parse: 3 = send-keys -X clear-selection (type COMMANDS)
1785859238.359904 cmd_parse_build_commands: bind-key -T copy-mode-vi Escape { send-keys -X clear-selection }
1785859238.359915 cmdq_get_command: [bind-key/0x585f6d4e9b50] group 2040
1785859238.359918 cmdq_append <global>: [bind-key/0x585f6d4e9b50]
1785859238.359929 yylex_token: end at WS
1785859238.359931 yylex_token: bind
1785859238.359935 yylex_token: end at WS
1785859238.359937 yylex_token: -Tcopy-mode-vi
1785859238.359939 yylex_token: end at WS
1785859238.359941 yylex_token: Space
1785859238.359944 yylex_token: end at WS
1785859238.359946 yylex_token: send
1785859238.359948 yylex_token: end at WS
1785859238.359950 yylex_token: -X
1785859238.359953 yylex_token: end at WS
1785859238.359955 yylex_token: begin-selection
1785859238.359960 cmd_parse_build_commands 0:0: bind
1785859238.359963 cmd_parse_build_commands 0:1: -Tcopy-mode-vi
1785859238.359966 cmd_parse_build_commands 0:2: Space
1785859238.359968 cmd_parse_build_commands 0:3 0:0: send
1785859238.359971 cmd_parse_build_commands 0:3 0:1: -X
1785859238.359974 cmd_parse_build_commands 0:3 0:2: begin-selection
1785859238.359977 cmd_parse_build_commands 0:0: send
1785859238.359979 cmd_parse_build_commands 0:1: -X
1785859238.359983 cmd_parse_build_commands 0:2: begin-selection
1785859238.359993 args_parse_flags: next -X
1785859238.359996 args_parse_flags: -X
1785859238.359999 args_parse_flags: next begin-selection
1785859238.360003 args_parse: flags end at 2 of 3
1785859238.360006 args_parse: 2 = begin-selection (type STRING)
1785859238.360013 cmd_parse_build_commands: send-keys -X begin-selection
1785859238.360017 args_parse_flags: next -Tcopy-mode-vi
1785859238.360021 args_parse_flag_argument: -T = copy-mode-vi
1785859238.360025 args_parse_flags: next Space
1785859238.360029 args_parse: flags end at 2 of 4
1785859238.360035 args_parse: 2 = Space (type STRING)
1785859238.360044 args_parse: 3 = send-keys -X begin-selection (type COMMANDS)
